test,Z1,Z2,stars,n_words,useful,useful_discrete,n_fans,n_reviews
0,1,1,5,70,0,0,2,51
0,1,1,4,128,3,1,25,203
0,1,1,1,114,3,1,3,68
1,1,0,4,338,1,1,31,552
1,1,1,4,117,4,1,71,688
0,1,1,4,25,0,0,0,28
1,0,0,5,81,0,0,3,235
0,1,1,4,10,0,0,2,44
1,0,0,5,185,1,1,1,37
1,0,0,5,135,1,1,7,200
1,0,0,5,126,0,0,1,212
1,0,0,5,108,0,0,4,75
1,0,0,3,47,0,0,0,30
0,0,0,4,168,6,2,11,212
1,1,0,3,355,4,1,121,555
1,0,0,5,89,0,0,1,35
0,0,0,4,201,1,1,31,549
1,0,0,5,130,0,0,22,167
1,0,0,1,95,0,0,0,47
1,0,0,4,20,0,0,1,15
0,1,1,3,136,0,0,1,111
1,0,0,2,356,1,1,2,37
1,0,0,4,33,1,1,7,68
1,0,0,3,25,0,0,0,46
1,0,0,2,75,0,0,0,42
0,1,0,2,509,0,0,0,20
0,1,1,4,75,0,0,0,16
0,1,1,5,73,0,0,0,6
1,1,0,5,384,4,1,38,657
1,0,0,5,224,1,1,6,167
1,0,0,4,75,0,0,1,52
1,1,1,5,227,1,1,8,291
1,1,0,1,617,1,1,0,11
1,0,0,4,94,1,1,0,39
1,0,0,2,271,1,1,3,152
0,1,0,4,410,2,1,30,308
1,0,0,2,185,1,1,0,11
0,1,1,4,57,0,0,3,69
0,0,0,4,126,5,1,9,175
1,0,0,5,39,0,0,0,6
1,0,0,5,17,0,0,0,1
1,0,0,5,245,2,1,84,841
1,1,1,5,55,0,0,1,11
0,1,1,3,81,0,0,5,288
0,1,1,4,35,0,0,0,13
1,0,0,5,40,0,0,2,56
1,1,1,4,224,1,1,30,207
1,1,1,2,204,2,1,2,13
0,1,1,3,73,0,0,1,38
0,1,1,5,33,0,0,0,5
0,1,1,2,93,0,0,0,5
0,1,1,5,73,0,0,3,58
0,1,1,5,34,0,0,0,18
1,0,0,4,13,0,0,0,110
1,0,0,5,54,0,0,2,16
1,1,1,5,56,0,0,0,6
1,1,0,5,300,2,1,0,26
1,0,0,5,199,3,1,30,265
0,1,1,4,132,0,0,23,212
0,1,1,5,47,0,0,0,46
0,0,0,3,187,0,0,0,7
0,0,0,4,140,1,1,51,1221
1,0,0,3,99,1,1,7,71
1,0,0,5,14,0,0,21,915
0,1,1,3,49,0,0,1,38
0,1,0,2,482,3,1,0,22
1,0,0,5,75,0,0,1,46
1,0,0,4,39,0,0,1,46
0,1,1,3,53,0,0,0,4
1,0,0,3,204,0,0,1,60
1,0,0,5,108,2,1,11,220
1,0,0,3,93,0,0,0,47
1,0,0,2,96,0,0,1,16
0,1,1,5,36,3,1,53,558
1,0,0,5,42,0,0,0,8
1,0,0,5,40,0,0,2,16
0,1,1,1,198,0,0,1,74
1,0,0,5,157,4,1,40,284
1,0,0,4,58,1,1,9,110
1,0,0,5,75,0,0,0,39
1,1,0,3,304,3,1,23,126
0,1,1,3,176,0,0,1,71
1,0,0,5,77,1,1,71,1048
0,1,1,1,68,0,0,2,46
1,0,0,1,159,0,0,0,18
1,0,0,3,133,0,0,0,9
0,1,1,3,90,0,0,0,22
1,0,0,4,185,1,1,45,579
1,0,0,2,148,4,1,28,314
0,1,1,5,19,0,0,0,5
1,0,0,4,77,0,0,0,12
0,1,1,4,20,0,0,0,12
0,1,1,4,84,2,1,191,570
1,0,0,5,39,1,1,2,62
0,1,1,4,124,2,1,0,27
1,0,0,3,165,4,1,0,39
0,1,1,4,66,0,0,2,43
1,1,1,3,143,1,1,3,123
1,0,0,1,27,2,1,0,12
0,1,1,5,56,0,0,0,34
1,0,0,4,41,0,0,0,11
1,0,0,4,32,0,0,0,5
1,0,0,1,34,0,0,1,39
1,1,1,4,141,1,1,13,80
1,1,1,5,50,0,0,1,38
1,1,1,5,168,3,1,42,753
1,0,0,4,54,1,1,0,58
1,0,0,5,166,5,1,46,428
1,0,0,5,67,1,1,2,137
1,0,0,5,119,0,0,0,62
1,0,0,5,156,2,1,75,594
1,0,0,5,107,1,1,2,74
0,0,0,5,138,1,1,128,344
1,0,0,5,166,0,0,0,5
0,1,0,1,692,8,2,5,153
0,1,1,5,99,0,0,22,140
1,1,1,4,112,1,1,0,9
1,0,0,4,170,0,0,43,274
1,1,0,5,572,0,0,1,112
1,0,0,5,29,0,0,0,11
1,0,0,5,53,1,1,11,131
1,1,1,5,204,1,1,4,132
0,0,0,4,220,5,1,4,94
1,0,0,5,83,0,0,0,40
0,1,1,5,50,0,0,1,69
1,0,0,4,30,0,0,1,11
1,1,0,3,356,0,0,56,324
1,0,0,5,252,1,1,1,18
0,1,1,5,112,0,0,0,13
1,0,0,5,215,0,0,31,771
1,0,0,1,213,1,1,1,97
1,0,0,5,116,0,0,0,2
0,1,0,4,652,1,1,35,687
1,0,0,5,190,2,1,19,289
1,0,0,4,129,0,0,6,75
0,1,1,5,37,0,0,0,20
1,0,0,4,22,0,0,0,21
0,1,1,5,31,0,0,0,52
1,0,0,1,70,0,0,0,24
1,0,0,3,15,1,1,0,4
0,1,1,5,44,1,1,3,78
1,0,0,1,141,0,0,0,19
0,1,1,2,75,0,0,0,23
0,1,1,4,56,0,0,0,61
1,0,0,2,66,0,0,0,10
0,1,0,4,569,3,1,45,103
1,0,0,5,58,1,1,0,8
1,0,0,2,107,1,1,1,28
1,1,0,3,286,1,1,1,23
1,0,0,5,139,2,1,3,25
0,1,1,2,34,0,0,0,13
0,1,1,3,18,0,0,57,670
1,0,0,3,19,0,0,0,2
1,0,0,4,92,0,0,7,83
1,0,0,5,196,1,1,1,10
1,0,0,4,41,0,0,0,15
0,1,1,5,86,0,0,2,63
1,0,0,4,85,0,0,0,23
1,0,0,4,68,0,0,1,34
1,0,0,5,44,0,0,0,5
0,1,0,5,274,2,1,37,347
1,0,0,4,23,0,0,0,18
0,1,1,4,146,0,0,0,21
1,1,1,5,106,0,0,0,6
1,0,0,5,40,1,1,0,1
1,1,0,3,579,3,1,2,3
1,0,0,5,133,4,1,69,537
1,0,0,4,239,2,1,13,125
1,0,0,3,42,1,1,44,729
0,1,1,4,102,0,0,5,103
1,1,1,5,52,0,0,1,29
0,1,1,5,34,0,0,0,81
1,1,1,5,52,0,0,1,81
1,0,0,3,27,0,0,0,77
0,1,1,5,155,0,0,1,51
1,0,0,4,273,6,2,49,618
0,1,0,5,648,0,0,6,221
1,0,0,5,66,0,0,4,129
1,1,1,4,166,1,1,2,64
1,0,0,5,36,0,0,0,20
1,0,0,4,57,0,0,34,225
0,1,1,5,70,0,0,1,41
1,0,0,4,102,1,1,15,384
1,0,0,5,70,0,0,1,17
0,1,1,5,130,0,0,3,77
1,0,0,2,264,0,0,0,18
0,1,1,5,45,0,0,0,11
0,1,1,5,124,0,0,2,73
1,1,1,5,32,0,0,13,127
0,0,0,5,147,5,1,21,155
1,0,0,5,42,0,0,4,59
0,1,1,2,71,2,1,0,19
1,0,0,5,79,0,0,0,33
1,0,0,4,115,0,0,11,362
1,1,0,3,371,1,1,0,92
1,0,0,5,52,0,0,17,168
1,1,1,4,106,1,1,4,88
1,1,1,3,191,0,0,6,193
1,1,0,4,330,3,1,30,495
0,1,0,4,276,7,2,56,392
0,1,1,1,120,0,0,0,19
1,0,0,5,30,0,0,2,38
1,0,0,5,24,0,0,0,5
1,1,0,3,306,7,2,133,478
1,0,0,2,171,0,0,5,93
1,0,0,3,161,2,1,38,235
1,0,0,1,199,0,0,0,106
1,0,0,5,134,2,1,5,98
1,1,1,5,48,0,0,1,6
1,0,0,5,244,3,1,0,21
1,0,0,5,74,0,0,4,189
0,1,0,5,232,1,1,24,154
0,0,0,2,300,1,1,13,219
1,0,0,5,45,0,0,0,16
1,1,1,4,92,0,0,0,7
1,0,0,5,68,0,0,0,101
1,0,0,5,138,1,1,5,143
0,1,1,1,89,1,1,0,14
0,1,1,3,82,6,2,242,1595
1,0,0,3,70,0,0,0,12
0,1,1,5,54,0,0,1,25
1,1,0,5,281,2,1,42,307
0,0,0,1,177,0,0,0,5
1,0,0,5,38,0,0,0,39
1,0,0,3,86,0,0,27,454
0,1,1,4,30,0,0,0,26
1,1,0,4,295,2,1,4,242
1,0,0,2,141,0,0,13,332
1,0,0,3,193,1,1,1,20
1,0,0,5,101,0,0,14,406
0,1,1,2,32,0,0,0,6
1,0,0,4,102,0,0,1,66
1,0,0,4,21,0,0,0,7
1,1,0,2,450,0,0,0,52
1,0,0,4,96,0,0,2,160
1,0,0,2,200,0,0,0,3
1,1,1,5,219,12,3,117,561
1,1,0,5,1150,25,3,266,1056
1,0,0,3,43,0,0,0,27
0,0,0,5,216,2,1,25,189
1,1,1,3,197,0,0,0,14
0,1,1,2,126,0,0,1,17
1,0,0,4,47,0,0,0,28
0,1,1,4,20,0,0,2,94
0,0,0,5,168,0,0,3,54
1,1,1,4,36,0,0,0,10
1,1,1,5,158,0,0,26,1377
1,0,0,2,147,0,0,0,45
1,1,0,4,459,2,1,3,128
1,1,1,5,30,0,0,4,110
1,1,0,4,330,9,2,59,419
0,1,1,4,40,0,0,1,13
1,0,0,1,26,0,0,0,1
0,1,1,5,21,0,0,1,11
1,1,0,1,370,3,1,2,15
1,0,0,5,21,0,0,1,48
1,0,0,5,20,0,0,0,3
1,0,0,5,34,0,0,0,2
0,1,1,5,140,1,1,35,165
1,0,0,1,158,0,0,0,32
1,0,0,5,92,1,1,2,101
0,1,1,4,33,0,0,0,1
0,1,1,5,29,0,0,0,1
1,0,0,5,174,3,1,36,208
1,0,0,5,38,0,0,1,7
0,1,1,3,125,2,1,26,726
1,0,0,4,69,25,3,368,679
1,0,0,3,96,0,0,0,87
1,0,0,5,23,1,1,0,79
1,1,0,4,307,5,1,611,2403
1,0,0,3,37,0,0,0,7
0,1,1,5,68,0,0,0,15
1,0,0,5,53,0,0,21,632
1,0,0,4,52,1,1,8,140
0,1,0,1,300,3,1,2,68
1,0,0,3,243,0,0,2,372
1,0,0,5,39,1,1,1,28
1,0,0,4,181,1,1,3,104
0,1,0,4,660,57,3,341,858
1,0,0,5,191,1,1,3,83
1,0,0,1,241,1,1,6,34
1,0,0,5,70,1,1,0,41
1,0,0,5,46,0,0,0,3
1,0,0,2,15,0,0,0,2
0,1,0,5,373,2,1,10,251
1,0,0,5,35,2,1,10,19
1,0,0,1,52,0,0,0,13
1,0,0,1,68,2,1,0,19
1,0,0,4,110,0,0,0,17
1,0,0,3,252,1,1,0,14
1,0,0,2,67,0,0,0,10
1,0,0,5,293,0,0,2,96
1,0,0,4,123,4,1,54,89
1,0,0,5,31,0,0,0,1
1,0,0,5,44,0,0,0,34
1,0,0,5,48,0,0,0,26
1,0,0,5,184,1,1,30,174
1,0,0,5,101,1,1,0,75
1,1,1,3,67,0,0,0,4
1,0,0,5,148,2,1,1,41
1,0,0,2,165,0,0,0,5
0,1,1,5,43,3,1,0,59
1,1,0,2,417,6,2,4,151
1,0,0,4,13,0,0,0,13
1,0,0,4,72,2,1,9,223
0,1,1,5,24,0,0,1,83
0,1,0,4,333,0,0,11,214
1,0,0,3,93,2,1,16,111
1,0,0,2,232,0,0,0,3
1,0,0,1,98,0,0,0,17
1,1,1,1,54,0,0,0,6
1,0,0,3,28,0,0,0,6
1,0,0,1,55,0,0,0,1
1,1,1,3,49,0,0,2,22
0,1,1,5,95,0,0,0,71
1,0,0,5,25,3,1,25,111
1,0,0,1,30,2,1,0,2
0,0,0,4,231,2,1,12,123
1,1,1,5,48,0,0,0,4
1,0,0,4,157,3,1,28,117
1,1,1,2,104,2,1,1,42
1,0,0,1,140,3,1,0,19
1,1,0,4,295,3,1,62,535
1,1,1,1,194,3,1,1,47
1,1,1,5,190,1,1,12,175
1,0,0,5,218,4,1,13,115
1,1,1,4,44,0,0,0,22
1,1,0,4,279,1,1,0,38
0,1,0,5,242,4,1,16,149
1,0,0,3,186,4,1,3,181
1,0,0,5,42,0,0,1,7
0,1,1,2,108,0,0,0,9
0,0,0,1,228,9,2,1,138
1,1,1,3,126,0,0,0,5
1,0,0,4,29,1,1,0,10
1,1,0,3,297,75,3,912,809
1,0,0,3,121,0,0,0,6
1,0,0,5,77,0,0,1,7
0,1,1,5,25,0,0,0,4
0,1,0,3,464,1,1,3,41
1,1,0,4,258,6,2,12,99
1,1,0,4,344,0,0,36,267
1,1,1,5,165,2,1,5,81
1,0,0,4,34,0,0,0,14
1,0,0,5,26,0,0,0,11
1,0,0,5,35,0,0,0,1
1,0,0,5,38,1,1,10,79
1,1,1,5,148,2,1,4,93
0,0,0,5,127,0,0,0,7
1,0,0,5,245,1,1,0,24
1,0,0,5,67,1,1,5,318
0,1,1,4,33,1,1,20,391
1,0,0,5,28,0,0,0,2
1,0,0,5,60,0,0,4,63
0,1,0,4,392,0,0,3,212
1,0,0,5,79,10,2,184,1153
1,0,0,3,63,0,0,0,18
1,0,0,5,16,0,0,0,5
1,0,0,4,166,2,1,5,213
1,1,0,5,594,3,1,95,829
1,0,0,2,207,1,1,35,652
0,1,1,1,27,0,0,0,1
1,0,0,4,119,0,0,0,71
1,0,0,5,30,0,0,0,1
0,1,1,4,59,2,1,2,186
1,0,0,5,101,0,0,0,2
1,0,0,5,28,0,0,0,6
0,0,0,5,266,2,1,179,432
1,0,0,4,183,3,1,33,160
1,0,0,5,49,0,0,3,150
0,0,0,4,125,1,1,32,155
1,1,1,5,33,0,0,4,91
1,0,0,5,92,1,1,3,33
0,1,1,3,90,1,1,126,213
1,1,1,4,140,5,1,278,396
1,0,0,4,108,0,0,4,77
0,1,1,4,41,0,0,1,12
1,1,0,2,542,3,1,2,40
1,0,0,4,273,2,1,232,774
0,1,1,1,70,1,1,1,18
1,0,0,5,65,0,0,1,20
1,1,1,1,149,1,1,0,119
1,0,0,3,71,0,0,0,6
1,0,0,5,71,0,0,0,2
0,1,0,1,826,0,0,0,1
0,0,0,4,158,0,0,2,89
0,1,0,4,261,4,1,1,57
0,1,1,4,27,0,0,0,67
0,1,0,4,430,11,3,604,3187
0,0,0,4,220,0,0,3,41
1,0,0,4,98,0,0,0,26
1,0,0,3,36,0,0,0,3
1,1,1,5,40,0,0,2,14
1,1,1,5,196,6,2,33,388
1,0,0,3,135,0,0,0,36
0,1,1,5,59,0,0,0,5
1,1,0,5,221,14,3,110,199
0,0,0,3,188,0,0,3,54
1,0,0,3,41,1,1,1,96
0,1,1,4,45,1,1,27,88
0,1,1,1,17,0,0,0,2
1,0,0,5,160,0,0,1,46
1,1,0,3,568,3,1,57,481
1,1,1,3,66,3,1,0,4
1,0,0,5,88,4,1,0,73
0,1,0,4,370,14,3,276,610
1,0,0,3,127,0,0,1,119
0,0,0,4,189,1,1,9,119
0,1,1,4,49,0,0,1,14
1,0,0,5,83,0,0,0,5
1,1,1,5,17,0,0,0,4
1,1,1,5,228,7,2,24,221
1,0,0,1,83,3,1,0,8
1,0,0,5,107,2,1,0,65
0,1,0,4,263,3,1,5,76
1,1,1,5,45,0,0,0,7
1,0,0,2,180,1,1,1,27
1,0,0,3,212,1,1,3,35
1,0,0,4,208,0,0,87,813
1,1,0,4,517,1,1,16,281
1,0,0,5,95,3,1,12,126
1,0,0,5,63,0,0,0,14
1,0,0,5,49,0,0,0,1
1,0,0,3,46,0,0,0,55
1,1,1,3,94,0,0,0,6
1,0,0,5,71,1,1,19,511
0,1,1,5,82,0,0,0,2
1,0,0,4,171,0,0,4,90
0,0,0,3,277,4,1,5,248
0,1,1,5,30,0,0,0,2
1,0,0,5,77,1,1,11,194
1,0,0,4,213,1,1,5,31
1,0,0,5,29,2,1,14,91
1,1,0,1,389,1,1,5,56
1,0,0,2,283,1,1,4,404
1,0,0,5,73,0,0,0,14
1,1,1,5,68,0,0,1,15
1,0,0,5,18,0,0,0,2
1,0,0,4,64,1,1,0,35
1,1,1,5,148,3,1,155,124
0,0,0,3,137,1,1,2,225
1,0,0,5,21,0,0,0,1
1,0,0,5,75,1,1,1,71
0,1,1,5,27,1,1,0,56
1,0,0,5,34,0,0,0,5
1,0,0,1,52,0,0,1,129
1,0,0,5,53,0,0,0,1
0,1,1,5,44,1,1,84,682
1,0,0,2,97,2,1,37,717
1,0,0,5,215,13,3,106,767
1,0,0,5,88,0,0,1,19
1,1,0,4,403,6,2,49,513
0,1,1,3,99,0,0,0,50
1,0,0,5,36,0,0,0,3
0,1,1,5,77,0,0,1,24
0,1,1,5,16,0,0,0,37
0,1,0,2,275,0,0,0,13
1,0,0,5,46,2,1,15,217
1,0,0,5,121,0,0,1,21
1,1,1,4,176,3,1,3,58
0,1,1,5,47,0,0,0,43
1,0,0,4,134,7,2,200,1796
1,0,0,1,167,1,1,0,9
1,0,0,5,184,1,1,31,122
0,1,0,4,329,1,1,16,285
1,1,1,5,107,1,1,9,148
1,1,0,5,345,2,1,97,580
1,0,0,5,97,4,1,12,123
1,0,0,5,64,1,1,2,13
0,1,1,4,108,1,1,10,380
0,0,0,3,217,0,0,30,290
1,0,0,5,77,0,0,6,204
1,1,1,3,54,0,0,2,47
1,0,0,3,52,0,0,0,5
1,1,1,5,58,0,0,0,13
1,0,0,5,14,0,0,0,4
0,0,0,5,171,2,1,34,371
1,0,0,2,160,0,0,1,16
1,0,0,1,266,3,1,2,11
1,0,0,1,144,1,1,2,84
1,0,0,2,143,1,1,0,2
0,1,1,1,110,1,1,0,5
1,0,0,2,106,0,0,0,12
1,0,0,5,57,0,0,0,6
0,1,1,5,43,1,1,12,168
1,0,0,5,25,0,0,0,5
1,0,0,1,127,0,0,0,4
0,0,0,4,101,2,1,9,135
1,0,0,1,287,8,2,0,6
1,0,0,3,74,1,1,0,100
1,0,0,2,61,1,1,0,2
1,1,0,4,241,2,1,33,541
0,1,0,5,270,14,3,69,406
1,0,0,2,53,1,1,1,31
1,0,0,4,27,0,0,1,22
1,1,1,5,201,2,1,2,29
1,1,1,1,28,0,0,0,2
1,0,0,5,42,1,1,7,140
1,0,0,5,31,0,0,0,3
0,1,1,5,62,0,0,1,22
1,0,0,5,57,0,0,1,43
1,0,0,5,24,0,0,0,5
0,1,1,5,27,0,0,0,7
0,1,0,3,375,1,1,51,603
1,0,0,5,100,1,1,11,182
1,0,0,4,184,3,1,21,188
1,0,0,5,225,2,1,120,776
1,0,0,5,62,2,1,0,12
0,1,0,5,247,7,2,219,408
1,0,0,5,73,2,1,43,315
1,0,0,4,346,0,0,4,44
0,1,1,4,79,0,0,0,2
1,1,1,3,209,0,0,0,4
0,1,1,2,60,0,0,2,24
0,1,0,4,475,5,1,19,334
1,0,0,3,33,0,0,0,11
1,0,0,5,91,1,1,22,181
0,1,1,5,20,0,0,1,26
1,1,1,5,18,1,1,0,3
1,0,0,5,295,0,0,0,12
1,1,1,4,98,0,0,0,47
1,0,0,4,40,0,0,0,34
1,0,0,5,35,0,0,0,2
1,0,0,4,167,1,1,3,38
1,0,0,2,109,0,0,1,248
1,0,0,2,262,0,0,0,24
1,0,0,4,17,1,1,0,6
1,1,0,5,352,0,0,0,2
0,0,0,1,187,6,2,1,58
1,1,0,4,379,4,1,95,692
1,0,0,3,292,1,1,3,69
1,1,0,4,583,4,1,1,26
1,0,0,1,35,2,1,1,12
1,0,0,5,80,1,1,20,117
1,0,0,5,51,1,1,0,16
1,0,0,5,15,0,0,0,25
1,1,0,5,236,46,3,363,891
1,0,0,4,240,4,1,2,159
0,1,1,5,26,0,0,0,2
0,1,1,5,20,0,0,0,2
1,0,0,5,22,0,0,0,2
1,0,0,5,63,0,0,1,162
1,0,0,5,51,0,0,14,323
0,1,1,5,41,0,0,0,1
0,1,0,2,605,2,1,59,376
1,0,0,5,35,2,1,8,113
0,0,0,4,127,1,1,39,1149
1,1,1,4,101,2,1,9,234
1,1,1,1,100,1,1,0,4
1,0,0,5,69,0,0,0,12
1,0,0,5,64,0,0,0,7
1,0,0,5,128,1,1,1,25
1,0,0,5,98,0,0,1,5
0,1,1,4,83,0,0,5,23
1,0,0,5,143,1,1,1,57
1,0,0,5,41,1,1,2,25
1,0,0,3,110,0,0,0,4
0,0,0,1,310,1,1,17,147
1,0,0,5,93,0,0,1,62
1,0,0,5,94,5,1,40,384
0,1,0,1,399,9,2,1,69
0,1,0,4,333,0,0,0,9
1,0,0,2,79,2,1,0,1
0,1,1,1,65,3,1,1,3
1,0,0,2,103,6,2,36,208
1,0,0,3,112,0,0,1,146
1,0,0,5,167,0,0,1,158
1,0,0,5,35,1,1,0,36
1,0,0,2,283,4,1,1,26
1,1,1,5,37,0,0,0,13
0,0,0,4,161,6,2,7,125
1,0,0,1,160,1,1,1,92
1,1,1,4,60,0,0,0,2
1,1,1,4,184,1,1,6,107
1,0,0,2,24,0,0,1,318
1,1,1,3,33,0,0,0,4
1,0,0,5,68,1,1,7,93
0,1,1,5,53,1,1,0,23
0,1,1,1,68,5,1,0,7
1,0,0,5,118,30,3,194,213
0,0,0,4,204,2,1,37,483
1,0,0,1,10,1,1,95,692
0,1,1,1,75,0,0,1,45
0,0,0,5,198,1,1,0,6
0,1,1,5,29,0,0,0,5
0,1,1,5,59,0,0,0,6
1,0,0,5,41,0,0,0,2
1,0,0,1,52,0,0,0,41
0,1,1,4,121,0,0,4,85
0,0,0,2,178,4,1,23,525
1,0,0,5,190,1,1,27,449
1,0,0,1,253,7,2,0,2
1,0,0,3,255,3,1,44,729
0,0,0,4,209,0,0,47,375
1,0,0,4,54,0,0,4,170
0,1,0,5,390,4,1,12,258
1,0,0,3,107,6,2,64,761
0,0,0,4,220,1,1,2,17
1,0,0,5,257,16,3,63,238
1,0,0,5,189,0,0,0,6
1,1,0,4,441,15,3,140,1670
1,1,1,5,73,0,0,0,10
1,1,0,5,465,17,3,94,746
1,0,0,5,51,3,1,10,54
0,1,1,5,108,0,0,8,98
1,1,0,5,273,4,1,16,155
1,0,0,1,43,0,0,0,5
1,1,1,5,163,1,1,11,146
1,0,0,4,261,7,2,302,1340
1,0,0,4,27,0,0,0,1
0,1,1,5,31,0,0,0,11
1,1,0,4,366,12,3,107,445
1,0,0,5,106,1,1,0,1
0,1,1,1,23,0,0,6,154
1,0,0,4,23,1,1,0,26
1,0,0,3,47,0,0,15,121
0,0,0,1,167,4,1,3,212
1,0,0,4,68,0,0,5,78
1,0,0,5,237,1,1,1,63
1,1,1,5,169,0,0,0,19
0,1,0,5,405,16,3,230,790
0,0,0,5,255,1,1,15,276
1,1,0,3,409,0,0,6,61
0,1,1,4,81,3,1,3,103
0,1,0,4,423,1,1,9,165
1,0,0,5,233,3,1,20,120
1,0,0,5,18,0,0,0,14
1,0,0,4,90,0,0,0,46
1,0,0,4,87,0,0,0,9
1,0,0,4,81,0,0,1,33
1,1,1,4,182,1,1,1,96
0,1,1,1,89,0,0,0,16
0,1,1,5,66,2,1,119,835
1,0,0,5,131,3,1,312,698
1,0,0,5,15,0,0,1,77
1,0,0,3,194,1,1,0,12
1,0,0,2,176,0,0,0,1
0,0,0,3,224,16,3,229,1459
1,0,0,1,371,4,1,1,62
1,1,0,4,436,1,1,21,515
0,1,1,5,35,1,1,13,173
1,0,0,5,242,0,0,5,130
0,1,0,5,287,5,1,39,184
1,0,0,2,169,3,1,1,56
1,1,1,1,218,1,1,0,14
1,0,0,5,31,0,0,0,22
0,1,0,4,298,1,1,9,89
1,0,0,5,45,0,0,0,3
1,0,0,5,113,2,1,1,38
0,0,0,4,186,5,1,17,332
0,1,1,3,99,1,1,0,7
1,1,1,5,167,1,1,8,141
1,0,0,4,85,0,0,0,3
1,1,1,3,187,3,1,40,903
1,0,0,5,154,0,0,0,3
1,0,0,3,20,0,0,0,18
1,1,0,4,273,3,1,35,279
1,0,0,5,100,0,0,1,6
1,0,0,5,159,1,1,0,3
0,1,0,4,437,72,3,1408,2867
1,0,0,4,34,1,1,7,554
1,0,0,5,29,0,0,1,59
1,0,0,2,121,3,1,1,63
1,1,1,5,39,0,0,0,1
1,1,1,5,100,0,0,1,48
0,1,1,1,81,0,0,1,21
1,0,0,5,101,0,0,0,25
1,0,0,1,285,1,1,3,60
1,1,1,5,234,0,0,5,82
1,0,0,5,153,1,1,0,50
1,0,0,4,176,1,1,61,680
0,1,1,4,19,0,0,1,18
0,1,1,5,48,0,0,0,1
0,1,1,3,27,0,0,0,1
1,0,0,5,116,1,1,9,313
1,1,0,4,469,4,1,39,471
1,0,0,5,131,10,2,785,4627
0,1,0,5,294,1,1,2,135
1,0,0,4,35,0,0,0,12
1,0,0,5,57,0,0,0,5
1,1,1,3,137,3,1,1,6
1,0,0,1,179,2,1,1,9
0,0,0,1,185,11,3,0,5
1,1,0,3,408,4,1,0,5
0,1,1,4,100,1,1,0,17
1,0,0,3,190,4,1,26,116
1,0,0,5,44,0,0,0,6
0,1,1,3,81,7,2,568,4181
1,1,1,3,228,0,0,0,47
0,1,0,5,294,0,0,34,263
1,1,0,4,248,5,1,181,714
1,1,0,4,446,27,3,621,1232
1,0,0,5,219,2,1,39,425
1,0,0,1,219,0,0,0,2
0,0,0,4,143,6,2,26,178
0,0,0,5,218,2,1,377,1519
0,1,1,2,110,3,1,6,90
1,1,1,5,146,2,1,38,265
1,0,0,4,122,1,1,3,290
1,1,0,3,287,3,1,20,156
1,0,0,4,85,0,0,2,109
1,0,0,5,20,0,0,0,1
1,1,1,4,151,2,1,278,1477
1,0,0,1,36,0,0,0,34
0,1,1,5,147,0,0,0,3
0,1,1,5,105,0,0,1,26
1,1,1,4,155,2,1,4,86
1,1,1,3,225,1,1,1,97
1,0,0,5,31,0,0,0,3
1,1,1,4,190,2,1,4,97
0,0,0,3,183,1,1,0,50
1,0,0,5,186,1,1,4,103
1,0,0,5,77,4,1,22,179
1,1,1,4,104,2,1,6,106
0,1,1,1,144,4,1,0,15
1,0,0,5,57,0,0,0,34
1,0,0,5,197,1,1,13,132
1,1,1,1,118,7,2,81,300
1,0,0,5,56,2,1,0,2
1,0,0,5,31,0,0,0,11
1,0,0,5,52,0,0,0,1
0,1,1,3,121,1,1,3,256
1,0,0,5,42,0,0,3,64
1,0,0,5,59,1,1,9,103
1,1,1,1,135,1,1,1,23
1,0,0,5,40,0,0,0,34
1,0,0,4,58,0,0,1,101
1,0,0,5,106,0,0,0,2
0,1,1,5,37,0,0,0,76
1,1,0,5,314,1,1,24,218
0,1,1,5,34,0,0,0,3
0,1,1,4,73,2,1,4,68
1,0,0,5,44,0,0,0,38
1,0,0,5,78,0,0,1,155
0,1,1,5,163,7,2,19,185
0,1,1,4,154,1,1,0,25
1,0,0,5,35,0,0,2,31
0,1,1,4,137,1,1,38,562
0,0,0,2,270,1,1,3,119
1,0,0,4,22,0,0,0,4
1,0,0,5,256,8,2,28,495
1,0,0,1,94,0,0,0,2
1,1,1,4,71,0,0,2,61
0,1,1,5,19,0,0,0,5
0,1,1,3,92,2,1,1,53
0,1,1,5,105,2,1,8,184
1,0,0,5,25,2,1,3,68
0,1,1,5,86,1,1,2,103
0,1,1,2,174,5,1,2,17
1,1,1,5,26,0,0,0,1
1,0,0,5,56,0,0,0,57
1,0,0,3,211,3,1,167,990
1,0,0,4,78,0,0,1,38
0,1,1,5,36,1,1,0,10
0,1,1,1,78,1,1,4,54
1,0,0,5,32,0,0,0,6
0,1,1,5,82,0,0,0,5
0,0,0,2,314,2,1,0,35
0,1,1,5,73,1,1,0,18
1,0,0,5,34,0,0,0,24
1,0,0,5,29,0,0,0,1
1,0,0,5,114,7,2,27,456
1,0,0,5,50,0,0,0,3
0,1,1,5,35,0,0,0,18
1,1,1,4,21,1,1,44,817
1,0,0,5,46,0,0,0,5
0,1,1,1,34,0,0,0,2
1,1,0,4,383,49,3,180,1590
1,1,0,5,308,16,3,592,2535
0,1,1,5,54,0,0,0,23
1,0,0,3,107,0,0,3,96
0,1,1,5,182,2,1,1,18
1,0,0,3,73,1,1,0,23
1,0,0,3,93,0,0,1,37
